Id,Category
uttr-e3fc56314b0d4cc09acd000178816c11.pt,id10083
uttr-b7ae9b6674ab4ab68b443f9650b7e274.pt,id10404
uttr-0955e5b1c50d45918ef9a6b9b06be3cf.pt,id10242
uttr-4d75d2e711754408842f4d024b9be624.pt,id10238
uttr-493cb68aefbf4b11912bb7181a003ffd.pt,id10564
uttr-cd6391f20d3d4fe59c51a9628fbc9244.pt,id11047
uttr-59eee4c747444350ad1cf0d2fbae5ef0.pt,id10629
uttr-65b9d6e433f7414cb7f1c70de6defb9f.pt,id10133
uttr-99f11ea4fdf44360ab9f7a641b1888d1.pt,id11244
uttr-eef1d54eb2444509a4210bfe94244e9f.pt,id10261
uttr-250d7f0380ae46068fbe7549c22720d5.pt,id10391
uttr-f66a51981451496f8c86bbc20248a480.pt,id11008
uttr-f247e0153f6c44c8952484a73b6d6708.pt,id10417
uttr-2438358cb7304848b6e945116bea9431.pt,id10593
uttr-7fe1d3e93d8a4e259d8af62cff780b4f.pt,id10440
uttr-37f30306ccd54271a7018a9fffb6deb1.pt,id10087
uttr-7ef20eb44b92446ca9f0704cc475a31e.pt,id10564
uttr-f3c1f01673fd4beeb8209f4f6eca6744.pt,id10722
uttr-4cb68459552145ac8bb8f6117af199cd.pt,id10236
uttr-034d7a3cd633403c9f49e3211ab09505.pt,id10988
uttr-387ce91d29b840598a0384dc362cf176.pt,id11200
uttr-4a71d56566d34e9a8fcac83ddf2932d1.pt,id10791
uttr-288dcbf197ba4566bf01b6ea5d4aef36.pt,id10203
uttr-b7c18578d1b549daafb8ee7c863f4922.pt,id10225
uttr-75a0f23d17e9410893c887d6880872fb.pt,id10087
uttr-7d2e6b4ffcc9456791b139126604a43c.pt,id10971
uttr-edfb2518b4e8461f8c878339367050d2.pt,id10005
uttr-f9f765c1d2a14abab27f4482641b577c.pt,id11200
uttr-6e47140caa084aa3bf0e83dce261fb4f.pt,id10850
uttr-2fd6db600ab74b669d26a1234a572910.pt,id10711
uttr-db116980bc1741e9aff6cecead400e3e.pt,id10786
uttr-d9d7b244c5984c5fb3c460c900f3d2bb.pt,id10052
uttr-9f42e925d83544648f3e0336baaa4800.pt,id11100
uttr-83c992c365304952838b8fc496e19e32.pt,id10246
uttr-3a96c9ef5ba046c1bc9d1bc1bd029f99.pt,id10576
uttr-80cc78b678e1460fb018d98e007813d9.pt,id10975
uttr-bf20911405b442b49d2d61cbd9c73a50.pt,id10714
uttr-b4da4521363d46989c294f264d184599.pt,id10007
uttr-49b344c6ce4a45fa8c9788dee6b2a173.pt,id10246
uttr-082f2b47b98341ae8f7eaf107c6975a6.pt,id10856
uttr-0af6ef88b324408db06ad77cb0d128bf.pt,id10670
uttr-05c13e95b6cb4648b9f1eaf5f5d58a76.pt,id10440
uttr-52959a2ffa1745c4aae18328532dd160.pt,id10913
uttr-445f0fc1256445df8e9f3b2dca3b7918.pt,id10147
uttr-0378bcd7ac8d42e2b9cb709d5a6207af.pt,id11141
uttr-0142e6534c694e39b021dd0ece825441.pt,id10586
uttr-6a5c6e7231d642568633db13b6e429e1.pt,id10473
uttr-236a55fd27c04a27b80ae8171b88bf2a.pt,id10113
uttr-8852288d59374197b55afebf3c291d0c.pt,id10945
uttr-94b242fca38c43daae78b87500e5f043.pt,id10626
uttr-4738f0fbfc044af78659a76dcb814a4e.pt,id10934
uttr-8959a870fa394026a2263c0b9f6cc714.pt,id10617
uttr-f84cc83ce12f47338c5ee621045c5621.pt,id10193
uttr-a6c0a70a239248db88f391be2b096adb.pt,id11188
uttr-0ece202a67024ce48bd7c4f5e37003e3.pt,id10230
uttr-8a50383736ff4da780f617fc95175e2f.pt,id10853
uttr-12bac8508cec4e72a0bb8080b7e5f38a.pt,id10945
uttr-87819485147a4c31b8928b9421641981.pt,id11160
uttr-da756758480d40a6839baf92fe13a1bf.pt,id11142
uttr-aa5b06d594974ef2abd91714e97f56c7.pt,id10688
uttr-153d322a8d514c20b42ed1c6d07c41a3.pt,id11049
uttr-7c06c681c57146f298fa0930f9af7540.pt,id10215
uttr-2503deda8271421a8383c390a1aca72c.pt,id10078
uttr-6846312932364062ba6ef0deba2600d3.pt,id10674
uttr-0e244c8dbbdf4055b82dec8c04ce8436.pt,id10988
uttr-a5a46e7e6ab04dd081b9dbf1c35a49b5.pt,id10022
uttr-8f9ee69f155f4b5b8d6051a0dc94f79c.pt,id10036
uttr-ef3a01cd2d114b968b4ccc806f8435f1.pt,id10953
uttr-5c88b2f1803449789c36f14fb4d3c1eb.pt,id10473
uttr-0bf5752c30264f6b8d99755e26347b2e.pt,id10436
uttr-c93c7f7405994eee9118f31f7a0d1748.pt,id10626
uttr-7c20c12679cb45ffb6a276cab1031f69.pt,id11000
uttr-7ff97ac2876b4e95b8d8903e71542fea.pt,id10704
uttr-2cf69d2ec72b44af90790f320b7c81e5.pt,id10139
uttr-824ee3f734004c77923d2fceb87dabaa.pt,id10636
uttr-5f0ffebdc3764ed5b66125eaaaa1412a.pt,id11178
uttr-291f5047e92b440684304df8c0c22eed.pt,id10957
uttr-3552596f5c9a4885a5b779313748fe08.pt,id10999
uttr-9bd8e2ba97ef4176bdd5143dda8e1fb9.pt,id10520
uttr-0d5266b313324632a34bba7b90cee084.pt,id10227
uttr-2779d60255794d3cb217d10220990c4f.pt,id10181
uttr-818edbe9589b4cdfb157d170d99ef005.pt,id10576
uttr-f9d70230580349f4908f6805a5197a47.pt,id10212
uttr-564ef130b5b74da9ae609f8ddc782d6e.pt,id10318
uttr-5e1f2d5e27b14e91aa4f69c54ff6d2e8.pt,id10395
uttr-146daabaa7d84b7b9eaf40d316dae10d.pt,id10408
uttr-37d4147eff5b42709beb19f825babf8a.pt,id10078
uttr-0b361c9cec1e43289b93c31be88562dd.pt,id10986
uttr-02713dabd97a4d8eb4170101f4db2cd0.pt,id11211
uttr-dca8c93a9dd146a7bac174ac88842d0d.pt,id11005
uttr-ada777975eef474eac8ac3cf0febf0fa.pt,id10759
uttr-ffe84614a05c4f8fb9c15e077c957143.pt,id10934
uttr-7d4282335ddd4927b34738a57dbde7d8.pt,id10129
uttr-d0feb8b601494488a458ab2b5e528eaa.pt,id10379
uttr-1e94fbbeaee84e6f9e12816a61668357.pt,id10988
uttr-1945697ca8f84abdacf54ec526724278.pt,id11002
uttr-a0fa00fe565f404e8e101291e621287b.pt,id10634
uttr-415322e816284e2cbbc6f99d3ef2a3e3.pt,id11134
uttr-df3b5d2fc2eb451caea49f3324ad5745.pt,id10644
uttr-02a8396fbcbc46438c28972197ece211.pt,id10438
uttr-4cdc58b271cf48c39ec5ab931d42f2d3.pt,id10177
uttr-cb674b4449354db4a18a216ab0c53d93.pt,id11021
uttr-18ee9c4ba4c34a01a5e2ad1dbe2c6ff1.pt,id10571
uttr-75dbf524b5ef49348bad6ae4c4657c12.pt,id10759
uttr-67037fc49b524b02ba2bd2945ad6cdb7.pt,id11226
uttr-010715a7357e4bad975978ec78e777f4.pt,id11194
uttr-242a7edaf57d458dae996b0b26630acc.pt,id10552
uttr-e4ec5292a2e946b2ae1780abc93f6482.pt,id10140
uttr-16de41805b6443ce9284565eef54c5a8.pt,id10917
uttr-cc9f0dcf9bcf4b339fac900e9802aa4d.pt,id10754
uttr-3dd4ad62ad1440ffaf18d4e1b573da19.pt,id10750
uttr-398fcbbbc1ef4527955bf51fdbba720b.pt,id10945
uttr-40c225febf974016ace7e3ff6b53e285.pt,id10373
uttr-55dc187abdd74917a51fd23311ef77f4.pt,id10123
uttr-39a38a1e4bc44978b964eda1cbbfc5e9.pt,id10037
uttr-aab0629695b24a4bbdfc542925545f22.pt,id10571
uttr-6beb55d6d3154057bd5e8d514901cc18.pt,id10212
uttr-b91bbe8cf4944814a44dbfd92db380cc.pt,id10734
uttr-f00f5fd294c74a8fbac4d4d7b066c83a.pt,id10230
uttr-7a97c82fd3ab403b8e612e217e5bd5bd.pt,id10762
uttr-7d8c3e404d354dea8e6e1942825aa4df.pt,id10147
uttr-14964212a30844d692e6ebd04e8fd22e.pt,id10252
uttr-b3086d7cffbf4c80bc92ef133b2ae391.pt,id10643
uttr-8ab0498dfabc4888b72e56657a07a313.pt,id10654
uttr-30a57ed96d514f88a6deb891e112e614.pt,id10812
uttr-5dd6b7ca8b8f41d9b072d3477c924a75.pt,id11088
uttr-3d1419994aeb4c1d896547d091e83a9e.pt,id10762
uttr-3fe3576f42724ea8905ea5a774907f1c.pt,id10174
uttr-b69cb31eef4742ea92b5fd532cb99541.pt,id10215
uttr-c0942d8b216e44c5a7d5a788882219ba.pt,id10954
uttr-cae1b15a5e1f402ca23239cebce4703b.pt,id11068
uttr-f1dc6e0243e644a8aaba9be23ece41f3.pt,id11011
uttr-5cb407458c1d4445a01680505f581b77.pt,id10742
uttr-12aa39506af64277982a06bcd1af3e13.pt,id10662
uttr-e70b7068748d41858e526e55690e385e.pt,id11136
uttr-b4821b9b87ee485d9f6709471dfa9d72.pt,id10817
uttr-93a96766b479447cb6b0053def281890.pt,id10938
uttr-41cf1c8e6a2647bb8e7a7da514012197.pt,id10397
uttr-f4abaa5a06e64918ad5677549d857a5a.pt,id11163
uttr-fa5d2e4ab29c40e5ae84c1c3ff355b7c.pt,id11193
uttr-7bab56064b194d2dadb0ea289f35c155.pt,id11142
uttr-160ed1a70dd94dad819587816659f8a6.pt,id10812
uttr-576259e161fa44dda91ae33dcbca75a2.pt,id10168
uttr-b3bed3fbfa3d417184c1764f50c0e62b.pt,id10844
uttr-362616dd4e4e4b5d8acdc3601cc88998.pt,id11163
uttr-12286db180184ff193bc65e0524fa2bc.pt,id10425
uttr-eb454e63874e4701ae8c44f1f5e5133a.pt,id10101
uttr-536e8f82e278424abeeac00ee1be788c.pt,id10147
uttr-1b0f31f72c934885a4e1cb5d5e1d8ddb.pt,id11203
uttr-df1fbb9ac8184f43b480a44f08410f68.pt,id10212
uttr-20931f3bfb6c45bb9f9501a7de4c26cb.pt,id10569
uttr-2b3a655a1bca454db89039a7b38c7e71.pt,id11044
uttr-263c6355e3c34a08a03d14d658333709.pt,id10252
uttr-39e0abba896c4218b4b958dc42dc839a.pt,id10989
uttr-86548b6d593940f287c12e28da61b6f0.pt,id10776
uttr-90842f8c1d0b4a9c9881db05388b35d5.pt,id11105
uttr-22e0592a0a8a47ff866fc30f8033d794.pt,id11136
uttr-18c2c52cf07c414faa731effd6d84610.pt,id11035
uttr-9c0f02f1051142dc9e254691dd214f36.pt,id10758
uttr-b1a423f6d4964342a60e656293a372cc.pt,id10824
uttr-ca72a4172444450a92776fc68f126aaa.pt,id10252
uttr-3e685820e2044cd9959c7a190cff9797.pt,id10052
uttr-88714f9910294155bc0da966b8bfdb22.pt,id10847
uttr-6ba1125655d3488799b2115244c9a72e.pt,id10579
uttr-9437dc6488ed46d687f491d6aab0cba4.pt,id10440
uttr-0030b37a38ce45838ca5ca79d9819a3f.pt,id10022
uttr-d42837ad5f2a42ad9c0fc1bef3820743.pt,id10052
uttr-490bfc7f0a9a45d1ab29c38ad96bcb4c.pt,id11068
uttr-499515336c8b4966a21d049b6f5154d3.pt,id11074
uttr-06ff2352121a4ad7a2d8d485ae3ec92f.pt,id10751
uttr-ddb0a6b0959d4644accb853e8e3a794e.pt,id10587
uttr-b3091963dd734f6a9e4d75967e95de7c.pt,id10123
uttr-303fe8af2fc644b0ac5eaf18b6961b7c.pt,id10622
uttr-868c757997674837bb82ee13ff41c3f3.pt,id10425
uttr-9c032ad16a2b4c2d8e3c6759cb24a36c.pt,id10215
uttr-d4fd7964996d4bb6a0e7014effbc7bf2.pt,id10819
uttr-d6351bcc218e4261a8cfd4feed3a0781.pt,id11181
uttr-2688fc2463104b01b1499c720c3929df.pt,id10117
uttr-edb505729edd4f7a9d80a71970d2f876.pt,id10690
uttr-8a6f7f479b294cb6837d9d43350dbe30.pt,id10910
uttr-6a23511b78ea4459a553965fb15f2578.pt,id10005
uttr-f87ab06fd19c47d0a1b4873d1fa4449c.pt,id10639
uttr-3f83612352714f59a862d5f4b05c4367.pt,id10535
uttr-292a4bc347ab4b859f8526a8de4e78e3.pt,id10986
uttr-02b8316c3aa04bca81cd81d05329949b.pt,id10783
uttr-1f7a82d917234f1eb6f4b91957f72008.pt,id10230
uttr-433ad549fa9744048cf4d6babba45b20.pt,id10343
uttr-8bd00cdafa7242a4839b299ccd19c360.pt,id10350
uttr-ddbcdfd9697e453c8f5694869bcea3d0.pt,id10581
uttr-12b712e1bf4d489c919f67b4d0cc3584.pt,id10954
uttr-c41ce1def2a9411ab298d31d09d91a10.pt,id10875
uttr-4d47e5da31994369bdcbb309c3837687.pt,id10212
uttr-ae69a26e448d4451b846b969b17ef76a.pt,id10539
uttr-7f7239f14f244e34a7c274506f6f1496.pt,id10343
uttr-ffa807e18f7748ea886a8483cafbf39e.pt,id10347
uttr-9933558542f84858928ed42af0618139.pt,id10533
uttr-9dbbe40610384b1e82c3f3c9da3c84d1.pt,id10087
uttr-bed19c104ca14d55a2e7252dec6cabb3.pt,id11088
uttr-a2287a97afb8461f8054a2c44c935fa5.pt,id10359
uttr-89ee59dfa35b46559d7992469cbd1181.pt,id10842
uttr-9b5b25bd5d5c46a19ff9a4d9a799483a.pt,id10937
uttr-f1092c5c4e0f4523a43cbc3a484b6dab.pt,id10801
uttr-fc007038d5dd484fb68dab929c81f42c.pt,id10850
uttr-0cb68b5efc47402daccd788bd70d81c7.pt,id11191
uttr-7aacfb717ea944a381d22784bc1b80e4.pt,id10753
uttr-59d0a42e24054e629db7d2a58e74c2be.pt,id11043
uttr-fbf6b9f2509b4ee09457e9f276282097.pt,id10359
uttr-322578ffd92845b290826e971f60ff47.pt,id10402
uttr-eefcb8cfd4cb4bdc92d1fc0b3f83d62d.pt,id11101
uttr-02834ede2e2a483ebf58aaf939484d58.pt,id11173
uttr-2c85618fdbc14e18894efaf16a30d700.pt,id11213
uttr-0a1765ce53084e15819588178403991a.pt,id11140
uttr-34361b3e23024f2ea6ad5fb00c47ff57.pt,id10629
uttr-f7edcdc03a3742c29f578630430c132e.pt,id11088
uttr-51dc0b6f47554694a6b2971eca8fe6c5.pt,id10052
uttr-b27f49de37a74e41836a79334251c2ce.pt,id10912
uttr-c23214a3c3c0488988be21e2160240d3.pt,id10466
uttr-a88312108b7d4c2b8466a54703b4a777.pt,id10816
uttr-6de3fcf040a04182913aa75c3746e20b.pt,id10938
uttr-0cb1cc1b108e4f3fa88d2ae91a8cbfdb.pt,id10925
uttr-d12fc6118d84467a9b84d1df7b19488d.pt,id10754
uttr-5ea2fe95d5204d2f89a2f259f79cdfac.pt,id10129
uttr-44579b85985a434c83c123533ca1ac68.pt,id10762
uttr-da0c856e2cb44d56b16afb76eaffcfb4.pt,id10083
uttr-820673abade943399490a4dfbb476ddc.pt,id10608
uttr-fa82765d4b3842739ff17674e65a3909.pt,id10148
uttr-44de6acfd0474273b98fcd923a5201d6.pt,id10945
uttr-a1d8f5b126b54784a4cc840ccea1bfe5.pt,id10943
uttr-f1a39a9df13348d0bb45a361418c72eb.pt,id10237
uttr-f395b2dacfad487a9e349948a93098c0.pt,id10218
uttr-666f1ff5526b488db53c0fd48dae51bc.pt,id11002
uttr-68e371e31a3e4f109ec7b978252d4663.pt,id10190
uttr-1c015f84af0c4fbc9611993b1cfb0c13.pt,id10971
uttr-a09a1fca11164706a5d06d30959b6ead.pt,id10358
uttr-d21a0de63d694f898c714e0790fb80e1.pt,id10910
uttr-14564511918443df82b3e3a0bf3727bd.pt,id10688
uttr-b1088d45dd4246d099d59597b96b26a8.pt,id10646
uttr-eca5a1e562864f19b72a59554e0f701c.pt,id10659
uttr-6e9849e295164cee8806376271eb3e8c.pt,id11244
uttr-a119ae7732e84bafbaee1f9b739448d5.pt,id10399
uttr-2445466f2cf445abbeb2ec0351b11bb9.pt,id10170
uttr-e12592de61934f1db49bf87b22b0d47b.pt,id10269
uttr-b1636bc06fe6465b8b6c4a167790cd84.pt,id10140
uttr-c9e05d8fa96046b7ac642fbba30ca121.pt,id11189
uttr-c80628aee2f5495c9ac36539fce4878e.pt,id10944
uttr-bce1d8cd258c4a2398823cfa17bf4ec2.pt,id10147
uttr-7e5be1c88f7f4967b37c424459ccebf2.pt,id10975
uttr-84f82084f39c4a3e9cbdb5f4c042a869.pt,id11100
uttr-1ab356e73d57419ca76edadbd2fc85bb.pt,id10722
uttr-cefec8d9cc0245eea254b2899292b967.pt,id10928
uttr-df09a517fc2643cf961b955cd4890159.pt,id10112
uttr-caabb7dd2a2041c582728cfc90e2db24.pt,id10481
uttr-7b6b1854312e489ca73577858ab02964.pt,id11111
uttr-a2757b4f2acd4171956b0d1b923a846b.pt,id10786
uttr-bc072083f0c041c1875283caeafd6f93.pt,id10007
uttr-3e327ca2b03f42b6aab868765da0c72a.pt,id10554
uttr-6233e10babdf4989bc68a0c2d29b6a88.pt,id10603
uttr-967e1e298b8142c2b1422e52e5ba53f7.pt,id10344
uttr-967f344bf03143e1a2ca9599b39eede4.pt,id10249
uttr-8d36a7a3a3414aacb1ac2f43191c41ef.pt,id11218
uttr-cc8d39b9036f4274baa5a2d0a4d366d3.pt,id10840
uttr-75d5595af75945209d1de1852483da01.pt,id10442
uttr-ad198ee7b773440f9855f71457683a23.pt,id10203
uttr-850fa756ad3645519ffdf40667c67062.pt,id10348
uttr-52c57c386d924785b987ce947e290d19.pt,id11047
uttr-c6aa21b359fc46e99625f603b55e017a.pt,id10078
uttr-d77026edd7914ebeb587e1e19aa6c904.pt,id10397
uttr-9ff9546619304d4ebbb13c2a6a8aa3d8.pt,id11002
uttr-d28b5b4aaf6e4f03b1a94756aff87e78.pt,id11211
uttr-0393f5a2273a4323b8e23ef59f0c6e4a.pt,id11211
uttr-d14b0e3bbacc4619ace2f8a4fa0498ca.pt,id10967
uttr-5097225055b04c85a9b0106659ea56d0.pt,id10679
uttr-1b84b4583321417584aaa0379c8bbaa6.pt,id10995
uttr-08f038b267fe463891c8051d559fd5d0.pt,id10395
uttr-cfb4f9984702403b9559b5eefbf49095.pt,id10341
uttr-b6dca4f8bc304230bfc76b48494b7b3d.pt,id10246
uttr-0e47c6a98af7447499cf891bcebea93d.pt,id10734
uttr-6e95077c60b4434c83b8c1baedd965f4.pt,id10237
uttr-effade1cc8cf4e5db0a28564295e57c7.pt,id11154
uttr-d9943143d21640838742e9cddec1103f.pt,id10378
uttr-5ebe4659d70e474e95e34d7ec8a20509.pt,id10395
uttr-b50f90b09d8b4557bf261a04d385ef61.pt,id10445
uttr-d851abf7ee1e4c618a8a2992868cffd5.pt,id10533
uttr-bc4fd6c3c1a94dd587362b8e332303e6.pt,id10820
uttr-2af5891abbe84941a9622eca7f102ec8.pt,id11113
uttr-48f0c1cee89640338f20e623f1681be0.pt,id11216
uttr-ebfb9fede03c4da082ca4fa7ffc4d553.pt,id11133
uttr-2f2fdd7ee07b4458951680787275e890.pt,id10209
uttr-b8d706111f04461f9112f0c06c411b06.pt,id10711
uttr-f3e28b7d94764cad8d0de406cd31f4e9.pt,id11100
uttr-e3f2420139c34d729c097ad4bd12ee1f.pt,id10212
uttr-76e53fbd01854544a7b466aeeae8df38.pt,id10200
uttr-a9aae234af1f439e951d6f20be7d155e.pt,id10676
uttr-b4d8809a4c684ae0920ab896bb82eb9c.pt,id11230
uttr-8532387cea6f44c5ba1bbfae58f6f09f.pt,id10986
uttr-98c3b3461fc54d3e821bbd9cd156f449.pt,id10399
uttr-3b7cc3048a4140b999acbdac51598627.pt,id10010
uttr-0b901d4052e9430091a8387f0d88ae9e.pt,id10355
uttr-7a045f88b58e4a24b745dc0aca957a90.pt,id10393
uttr-3d0e70bc34fb433e88177f1bcec111fd.pt,id10022
uttr-6b46510391ad4e4286634f54a6cae5e4.pt,id11210
uttr-3321c405b7694cc4b70cb01173f7483e.pt,id10090
uttr-ca520d0f71db4a099edf4d43d7b20cbe.pt,id10155
uttr-77dac72b1eb646bb8982853fc9c2d9b2.pt,id10902
uttr-f624a28bd65b499fbc466e187ee0f23a.pt,id10938
uttr-3adf53e9a3084344999e25a7a895595a.pt,id10440
uttr-3e6912c7428c44968faae70fa139bb6e.pt,id10674
uttr-8273307fbc1f4cd08441ca4870105824.pt,id10986
uttr-eb858a97f7f3428c9f33a8c79afe5598.pt,id10152
uttr-81dae86076144147bab8e2c8aee6ece2.pt,id10937
uttr-a9d063ba13994a2f92d582d228f92e8b.pt,id10664
uttr-d6240a4982c246428f67eb98d161a2a7.pt,id10535
uttr-44b7ef8c9a014490967fbccf21d5eee0.pt,id10252
uttr-9e80a8a5e26f46eea24f39a211c3580f.pt,id11158
uttr-622919b540624ddc83799a5f12bdf919.pt,id10762
uttr-11f66d65d0ef4b1cbfad55c8571c0cde.pt,id10910
uttr-15003515bc754702b4081315d2b2aaaa.pt,id10954
uttr-394752c949e844c89b27de5f94b3210a.pt,id10631
uttr-fb4426c5598b4b4fb7fd4af4d15caaaa.pt,id11194
uttr-035e60279c6141619cf4eb0817722f7d.pt,id10690
uttr-4313570755a04a909140b2efc14d7ff3.pt,id10062
uttr-721effa33e4c419baf8cc66246de20fa.pt,id10943
uttr-14de4a1e4d2041a08ceefefa37f85229.pt,id11089
uttr-3c9f350794764b23a60da3a46f5bc39a.pt,id11035
uttr-bd8ac7e799a7438388a5d7fc676bf170.pt,id10008
uttr-1d583e38c8104d38b5c8adbf7cb3afd0.pt,id10397
uttr-75fbb1b1fcbd4f6a8eae5f45398df238.pt,id10803
uttr-c95d0c07394246feb6d456c76c2d232d.pt,id10758
uttr-db3661bd3e1145998357d71e3068a0d5.pt,id10261
uttr-13dd61b3d1244160bbbd1d724274aebd.pt,id10938
uttr-ec06f082579e4f509c9f659979fa03a3.pt,id10847
uttr-e78f76ea674f4486aafa093c0dbf645f.pt,id10643
uttr-974dda5817f44f89b4e56835f84e3148.pt,id10520
uttr-79f6407fa642417f853af9d89555b22a.pt,id11220
uttr-4c2745a68ebf46a2bd1f9740805bf8dd.pt,id10054
uttr-1b0b9269926c44c28f8e3260d1464f98.pt,id10178
uttr-59e09d881d7c4ee49ab8d654b7d81085.pt,id10379
uttr-bd88cc7014da4dae87a4e853dfc91946.pt,id10886
uttr-02657d66ed6845948eff4bf33b7e5c96.pt,id10259
uttr-11550f9ca618460fb1a13c4e7c5e1bd6.pt,id10371
uttr-219e9b0f07b646749105b75edf8a33b8.pt,id10617
uttr-6399c88c0ab946099ba3830f14e1c777.pt,id10203
uttr-0c5902f11ed040c28b125a0a863fa756.pt,id10135
uttr-3980158ca41c4fcd87ce96f7fafd3a9b.pt,id10659
uttr-10a8d1234c0b4268beba418adb9e697e.pt,id10234
uttr-787527ae71634e418af624a7505e6f0c.pt,id11100
uttr-6a529dcd5976482cbdca4f68ef566c6f.pt,id10343
uttr-3a056aea32a546c0b22c58ed50937f24.pt,id11159
uttr-33466ee3a7514a21b5be247962964653.pt,id11181
uttr-f36ef71dc36248bb9a1b642935c55626.pt,id10937
uttr-fcd98747885940d59a9ce73e69f903f6.pt,id10776
uttr-2e828b7345124f979ac25f4c797c4575.pt,id10847
uttr-bc4525da33d3411f9363bd4e03acd2fe.pt,id10375
uttr-12226f2871324de5930b6e00482bfd1b.pt,id10864
uttr-2b1b1f57b0ee45bab47e0119a954e1d4.pt,id10751
uttr-775f5c7c1dbd41c58564e50773231a30.pt,id10708
uttr-06e33ea773cc426e94ca4e80753860f0.pt,id10368
uttr-be4987e74c4c44b7b52284e865dfed4f.pt,id11140
uttr-af8491ef01224502828b3bcdc01582bb.pt,id10061
uttr-058e2a9c07df400e96b54805bc1d8f09.pt,id10862
uttr-8076462ec8a34cb5a2683f2d723ee3be.pt,id10062
uttr-ef7b51abee7c435395817e7fddbf92fc.pt,id11047
uttr-49d48ce77ef5421ca81cde7b33ec11f4.pt,id10539
