Id,Category
1205,2
1206,7
1207,5
1208,9
1209,4
1210,10
1211,10
1212,3
1213,6
1214,8
1215,10
1216,3
1217,2
1218,8
1219,0
1220,4
1221,4
1222,2
1223,0
1224,4
1225,3
1226,5
1227,3
1228,9
1229,10
1230,9
1231,9
1232,2
1233,5
1234,2
1235,5
1236,4
1237,1
1238,6
1239,4
1240,9
1241,5
1242,10
1243,0
1244,1
1245,7
1246,4
1247,0
1248,10
1249,5
1250,10
1251,8
1252,2
1253,4
1254,1
1255,6
1256,2
1257,4
1258,4
1259,9
1260,3
1261,2
1262,5
1263,3
1264,1
1265,4
1266,8
1267,5
1268,2
1269,7
1270,9
1271,0
1272,0
1273,8
1274,8
1275,7
1276,5
1277,8
1278,8
1279,7
1280,3
1281,9
1282,4
1283,4
1284,1
1285,5
1286,1
1287,10
1288,4
1289,5
1290,9
1291,0
1292,9
1293,3
1294,9
1295,3
1296,9
1297,10
1298,0
1299,8
1300,6
1301,0
1302,9
1303,5
1304,10
1305,4
1306,8
1307,7
1308,9
1309,8
1310,4
1311,5
1312,10
1313,1
1314,3
1315,2
1316,1
1317,8
1318,5
1319,1
1320,5
1321,5
1322,10
1323,3
1324,9
1325,3
1326,1
1327,6
1328,0
1329,7
1330,9
1331,10
1332,9
1333,7
1334,9
1335,5
1336,8
1337,0
1338,4
1339,4
1340,8
1341,7
1342,1
1343,6
1344,5
1345,10
1346,4
1347,10
1348,5
1349,4
1350,1
1351,1
1352,2
1353,10
1354,5
1355,4
1356,0
1357,9
1358,2
1359,9
1360,3
1361,0
1362,3
1363,9
1364,5
1365,4
1366,5
1367,4
1368,2
1369,6
1370,9
1371,4
1372,4
1373,4
1374,9
1375,5
1376,4
1377,2
1378,0
1379,2
1380,9
1381,0
1382,9
1383,9
1384,9
1385,8
1386,3
1387,4
1388,6
1389,10
1390,3
1391,4
1392,5
1393,9
1394,1
1395,4
1396,5
1397,10
1398,9
1399,8
1400,2
1401,3
1402,9
1403,9
1404,2
1405,4
1406,10
1407,4
1408,2
1409,9
1410,8
1411,5
1412,7
1413,9
1414,9
1415,3
1416,9
1417,4
1418,2
1419,5
1420,4
1421,2
1422,4
1423,2
1424,6
1425,8
1426,0
1427,9
1428,4
1429,8
1430,9
1431,0
1432,1
1433,4
1434,2
1435,0
1436,5
1437,5
1438,9
1439,3
1440,5
1441,6
1442,1
1443,5
1444,6
1445,1
1446,2
1447,5
1448,9
1449,3
1450,3
1451,4
1452,5
1453,5
1454,4
1455,10
1456,6
1457,1
1458,5
1459,5
1460,10
1461,3
1462,4
1463,3
1464,6
1465,4
1466,8
1467,4
1468,8
1469,5
1470,9
1471,9
1472,3
1473,6
1474,4
1475,10
1476,3
1477,5
1478,7
1479,9
1480,9
1481,2
1482,9
1483,4
1484,9
1485,5
1486,9
1487,4
1488,0
1489,7
1490,1
1491,9
1492,5
1493,6
1494,3
1495,7
1496,9
1497,6
1498,5
1499,10
1500,5
1501,3
1502,5
1503,2
1504,7
1505,4
1506,2
1507,0
1508,1
1509,7
1510,4
1511,10
1512,6
1513,5
1514,9
1515,1
1516,3
1517,10
1518,8
1519,4
1520,5
1521,3
1522,4
1523,1
1524,0
1525,5
1526,0
1527,7
1528,1
1529,5
1530,4
1531,1
1532,9
1533,10
1534,2
1535,10
1536,7
1537,0
1538,7
1539,10
1540,5
1541,9
1542,2
1543,0
1544,0
1545,4
1546,5
1547,5
1548,4
1549,3
1550,4
1551,2
1552,3
1553,4
1554,1
1555,9
1556,10
1557,5
1558,4
1559,0
1560,6
1561,8
1562,1
1563,10
1564,1
1565,5
1566,1
1567,3
1568,1
1569,10
1570,0
1571,1
1572,9
1573,10
1574,4
1575,0
1576,7
1577,4
1578,4
1579,5
1580,2
1581,5
1582,4
1583,8
1584,5
1585,1
1586,9
1587,3
1588,8
1589,1
1590,9
1591,2
1592,9
1593,4
1594,10
1595,10
1596,0
1597,10
1598,8
1599,2
1600,10
1601,4
1602,9
1603,0
1604,4
1605,9
1606,0
1607,4
1608,1
1609,9
1610,6
1611,3
1612,10
1613,8
1614,4
1615,0
1616,10
1617,9
1618,0
1619,8
1620,4
1621,9
1622,9
1623,0
1624,1
1625,7
1626,1
1627,1
1628,3
1629,10
1630,9
1631,9
1632,6
1633,9
1634,5
1635,5
1636,5
1637,6
1638,4
1639,10
1640,1
1641,6
1642,5
1643,0
1644,2
1645,1
1646,8
1647,5
1648,5
1649,9
1650,0
1651,10
1652,4
1653,9
1654,4
1655,2
1656,8
1657,1
1658,2
1659,5
1660,9
1661,10
1662,6
1663,3
1664,6
1665,9
1666,1
1667,4
1668,10
1669,9
1670,3
1671,6
1672,9
1673,7
1674,1
1675,6
1676,1
1677,8
1678,7
1679,2
1680,4
1681,5
1682,9
1683,5
1684,8
1685,3
1686,4
1687,4
1688,4
1689,9
1690,4
1691,3
1692,4
1693,1
1694,3
1695,2
1696,8
1697,4
1698,3
1699,9
1700,0
1701,9
1702,4
1703,10
1704,6
1705,1
1706,9
1707,6
1708,5
1709,6
1710,4
1711,3
1712,10
1713,8
1714,1
1715,3
1716,4
1717,9
1718,8
1719,1
1720,7
1721,6
1722,4
1723,5
1724,5
1725,8
1726,9
1727,3
1728,7
1729,0
1730,3
1731,5
1732,7
1733,1
1734,6
1735,9
1736,2
1737,4
1738,9
1739,9
1740,1
1741,2
1742,1
1743,3
1744,2
1745,9
1746,8
1747,1
1748,6
1749,2
1750,9
1751,3
1752,4
1753,6
1754,0
1755,4
1756,6
1757,2
1758,9
1759,6
1760,4
1761,4
1762,3
1763,0
1764,2
1765,5
1766,0
1767,0
1768,2
1769,7
1770,10
1771,2
1772,5
1773,9
1774,4
1775,4
1776,8
1777,6
1778,9
1779,9
1780,3
1781,3
1782,4
1783,5
1784,7
1785,8
1786,6
1787,1
1788,1
1789,4
1790,2
1791,10
1792,9
1793,3
1794,5
1795,5
1796,4
1797,0
1798,2
1799,10
1800,0
1801,2
1802,5
1803,3
1804,5
1805,0
1806,6
1807,2
1808,8
1809,0
1810,1
1811,3
1812,9
1813,4
1814,3
1815,10
1816,4
1817,9
1818,4
1819,7
1820,3
1821,4
1822,4
1823,9
1824,9
1825,4
1826,4
1827,9
1828,9
1829,0
1830,3
1831,4
1832,9
1833,7
1834,9
1835,10
1836,9
1837,7
1838,3
1839,7
1840,4
1841,3
1842,6
1843,3
1844,5
1845,4
1846,7
1847,2
1848,2
1849,9
1850,8
1851,8
1852,0
1853,8
1854,3
1855,4
1856,0
1857,2
1858,5
1859,2
1860,5
1861,10
1862,3
1863,0
1864,5
1865,0
1866,4
1867,9
1868,10
1869,4
1870,9
1871,6
1872,9
1873,2
1874,8
1875,5
1876,10
1877,10
1878,5
1879,3
1880,2
1881,2
1882,10
1883,4
1884,9
1885,9
1886,3
1887,3
1888,5
1889,5
1890,4
1891,1
1892,6
1893,5
1894,9
1895,10
1896,9
1897,3
1898,2
1899,8
1900,6
1901,3
1902,2
1903,4
1904,7
1905,4
1906,4
1907,7
1908,5
1909,10
1910,8
1911,8
1912,4
1913,0
1914,9
1915,7
1916,0
1917,2
1918,10
1919,8
1920,2
1921,8
1922,9
1923,9
1924,4
1925,3
1926,7
1927,1
1928,1
1929,0
1930,2
1931,10
1932,9
1933,1
1934,5
1935,0
1936,2
1937,10
1938,10
1939,1
1940,4
1941,4
1942,9
1943,8
1944,9
1945,3
1946,1
1947,5
1948,9
1949,5
1950,5
1951,10
1952,9
1953,4
1954,2
1955,7
1956,8
1957,1
1958,5
1959,10
1960,10
1961,9
1962,4
1963,0
1964,5
1965,7
1966,0
1967,5
1968,3
1969,5
1970,3
1971,2
1972,5
1973,9
1974,4
1975,1
1976,5
1977,4
1978,10
1979,6
1980,2
1981,8
1982,4
1983,6
1984,0
1985,7
1986,3
1987,2
1988,3
1989,9
1990,3
1991,5
1992,3
1993,4
1994,8
1995,10
1996,1
1997,4
1998,0
1999,4
2000,4
2001,4
2002,5
2003,10
2004,0
2005,9
2006,6
2007,5
2008,8
2009,2
2010,2
2011,9
2012,4
2013,10
2014,7
2015,10
2016,4
2017,0
2018,9
2019,7
2020,8
2021,9
2022,2
2023,4
2024,3
2025,4
2026,3
2027,7
2028,0
2029,1
2030,5
2031,1
2032,6
2033,4
2034,8
2035,6
2036,4
2037,9
2038,7
2039,1
2040,7
2041,3
2042,1
2043,1
2044,8
2045,9
2046,8
2047,4
2048,9
2049,4
2050,3
2051,0
2052,5
2053,10
2054,0
2055,0
2056,0
2057,5
2058,5
2059,6
2060,6
2061,10
2062,0
2063,2
2064,8
2065,10
2066,10
2067,5
2068,6
2069,10
2070,9
2071,8
2072,9
2073,8
2074,4
2075,4
2076,1
2077,1
2078,7
2079,5
2080,0
2081,9
2082,5
2083,8
2084,10
2085,7
2086,10
2087,2
2088,6
2089,8
2090,8
2091,8
2092,4
2093,7
2094,2
2095,3
2096,1
2097,5
2098,9
2099,5
2100,0
2101,10
2102,2
2103,2
2104,7
2105,6
2106,10
2107,6
2108,5
2109,7
2110,7
2111,9
2112,9
2113,4
2114,9
2115,3
2116,2
2117,6
2118,10
2119,3
2120,1
2121,4
2122,1
2123,2
2124,4
2125,4
2126,5
2127,2
2128,4
2129,9
2130,4
2131,5
2132,5
2133,4
2134,5
2135,4
2136,3
2137,6
2138,4
2139,6
2140,4
2141,3
2142,5
2143,4
2144,2
2145,1
2146,9
2147,9
2148,5
2149,6
2150,8
2151,3
2152,4
2153,4
2154,9
2155,10
2156,4
2157,8
2158,0
2159,8
2160,1
2161,7
2162,8
2163,8
2164,2
2165,8
2166,3
2167,4
2168,10
2169,2
2170,9
2171,2
2172,9
2173,0
2174,10
2175,4
2176,7
2177,8
2178,10
2179,8
2180,4
2181,3
2182,4
2183,7
2184,2
2185,5
2186,3
2187,10
2188,10
2189,4
2190,9
2191,3
2192,9
2193,3
2194,2
2195,4
2196,5
2197,4
2198,9
2199,0
2200,8
2201,5
2202,8
2203,6
2204,5
2205,5
2206,9
2207,8
2208,9
2209,5
2210,0
2211,6
2212,6
2213,2
2214,0
2215,9
2216,3
2217,9
2218,6
2219,6
2220,4
2221,4
2222,4
2223,1
2224,1
2225,8
2226,2
2227,5
2228,4
2229,9
2230,0
2231,1
2232,10
2233,5
2234,7
2235,6
2236,0
2237,8
2238,1
2239,3
2240,3
2241,0
2242,1
2243,1
2244,1
2245,7
2246,3
2247,8
2248,5
2249,0
2250,1
2251,3
2252,0
2253,9
2254,6
2255,9
2256,5
2257,9
2258,10
2259,5
2260,0
2261,9
2262,7
2263,7
2264,5
2265,3
2266,9
2267,9
2268,8
2269,6
2270,9
2271,2
2272,5
2273,4
2274,1
2275,3
2276,10
2277,3
2278,8
2279,0
2280,3
2281,7
2282,0
2283,5
2284,3
2285,10
2286,5
2287,1
2288,7
2289,10
2290,5
2291,5
2292,8
2293,3
2294,8
2295,0
2296,9
2297,2
2298,5
2299,4
2300,4
2301,5
2302,8
2303,0
2304,9
2305,1
2306,0
2307,3
2308,8
2309,4
2310,9
2311,4
2312,4
2313,9
2314,2
2315,2
2316,2
2317,6
2318,8
2319,9
2320,2
2321,10
2322,1
2323,8
2324,6
2325,0
2326,5
2327,1
2328,6
2329,6
2330,10
2331,9
2332,5
2333,8
2334,8
2335,4
2336,9
2337,10
2338,5
2339,8
2340,4
2341,9
2342,4
2343,5
2344,4
2345,9
2346,5
2347,0
2348,5
2349,10
2350,7
2351,0
2352,6
2353,10
2354,3
2355,3
2356,10
2357,8
2358,10
2359,8
2360,0
2361,4
2362,6
2363,9
2364,8
2365,5
2366,3
2367,8
2368,10
2369,8
2370,4
2371,5
2372,2
2373,8
2374,0
2375,5
2376,5
2377,0
2378,0
2379,6
2380,10
2381,4
2382,2
2383,10
2384,2
2385,4
2386,2
2387,4
2388,8
2389,4
2390,10
2391,4
2392,8
2393,3
2394,10
2395,3
2396,8
2397,2
2398,1
2399,3
2400,4
2401,2
2402,1
2403,8
2404,8
2405,7
2406,9
2407,3
2408,9
2409,10
2410,5
2411,10
2412,7
2413,2
2414,10
2415,8
2416,8
2417,4
2418,0
2419,9
2420,2
2421,9
2422,9
2423,8
2424,7
2425,10
2426,5
2427,5
2428,1
2429,8
2430,7
2431,8
2432,5
2433,8
2434,7
2435,3
2436,8
2437,8
2438,0
2439,5
2440,9
2441,4
2442,4
2443,0
2444,6
2445,10
2446,2
2447,2
2448,8
2449,0
2450,2
2451,4
2452,3
2453,2
2454,5
2455,9
2456,0
2457,1
2458,2
2459,9
2460,1
2461,4
2462,0
2463,10
2464,6
2465,5
2466,3
2467,5
2468,3
2469,2
2470,2
2471,2
2472,0
2473,0
2474,1
2475,5
2476,3
2477,4
2478,2
2479,6
2480,9
2481,6
2482,3
2483,4
2484,4
2485,8
2486,8
2487,6
2488,1
2489,2
2490,6
2491,2
2492,7
2493,3
2494,5
2495,9
2496,4
2497,2
2498,9
2499,5
2500,7
2501,2
2502,10
2503,4
2504,9
2505,8
2506,2
2507,6
2508,10
2509,3
2510,4
2511,4
2512,0
2513,2
2514,7
2515,10
2516,6
2517,4
2518,0
2519,1
2520,2
2521,2
2522,5
2523,1
2524,10
2525,5
2526,0
2527,10
2528,3
2529,4
2530,8
2531,6
2532,6
2533,9
2534,2
2535,0
2536,4
2537,3
2538,5
2539,10
2540,10
2541,1
2542,6
2543,7
2544,8
2545,0
2546,10
2547,0
2548,9
2549,9
2550,4
2551,1
2552,2
2553,8
2554,10
2555,4
2556,3
2557,2
2558,10
2559,3
2560,5
2561,7
2562,8
2563,8
2564,10
2565,9
2566,5
2567,8
2568,0
2569,2
2570,5
2571,0
2572,9
2573,10
2574,10
2575,9
2576,3
2577,1
2578,2
2579,3
2580,10
2581,9
2582,0
2583,5
2584,8
2585,6
2586,5
2587,1
2588,8
2589,9
2590,4
2591,2
2592,1
2593,2
2594,7
2595,7
2596,8
2597,4
2598,5
2599,4
2600,6
2601,9
2602,4
2603,7
2604,9
2605,10
2606,7
2607,1
2608,8
2609,10
2610,10
2611,4
2612,3
2613,4
2614,8
2615,2
2616,10
2617,10
2618,6
2619,3
2620,4
2621,9
2622,2
2623,5
2624,4
2625,7
2626,4
2627,0
2628,5
2629,4
2630,4
2631,10
2632,2
2633,3
2634,0
2635,10
2636,4
2637,3
2638,9
2639,7
2640,3
2641,1
2642,10
2643,5
2644,6
2645,4
2646,4
2647,8
2648,6
2649,9
2650,4
2651,1
2652,3
2653,4
2654,5
2655,5
2656,2
2657,7
2658,5
2659,1
2660,10
2661,0
2662,4
2663,4
2664,4
2665,9
2666,9
2667,9
2668,9
2669,10
2670,6
2671,2
2672,4
2673,2
2674,4
2675,2
2676,10
2677,1
2678,2
2679,5
2680,3
2681,9
2682,9
2683,8
2684,4
2685,9
2686,4
2687,8
2688,8
2689,6
2690,4
2691,3
2692,4
2693,9
2694,2
2695,4
2696,4
2697,4
2698,3
2699,5
2700,2
2701,7
2702,4
2703,5
2704,8
2705,4
2706,1
2707,7
2708,9
2709,3
2710,4
2711,3
2712,4
2713,3
2714,0
2715,4
2716,4
2717,10
2718,10
2719,5
2720,7
2721,10
2722,6
2723,10
2724,7
2725,4
2726,9
2727,4
2728,1
2729,5
2730,3
2731,4
2732,9
2733,10
2734,7
2735,3
2736,2
2737,4
2738,10
2739,7
2740,4
2741,10
2742,9
2743,2
2744,5
2745,8
2746,6
2747,4
2748,4
2749,10
2750,9
2751,5
2752,10
2753,0
2754,8
2755,1
2756,9
2757,4
2758,4
2759,4
2760,9
2761,5
2762,1
2763,1
2764,7
2765,9
2766,10
2767,3
2768,4
2769,5
2770,6
2771,10
2772,8
2773,9
2774,4
2775,2
2776,10
2777,1
2778,4
2779,8
2780,2
2781,3
2782,7
2783,4
2784,10
2785,7
2786,7
2787,10
2788,5
2789,9
2790,10
2791,3
2792,9
2793,7
2794,6
2795,8
2796,7
2797,4
2798,4
2799,4
2800,1
2801,7
2802,7
2803,9
2804,6
2805,6
2806,5
2807,5
2808,10
2809,4
2810,10
2811,0
2812,5
2813,1
2814,10
2815,5
2816,8
2817,1
2818,9
2819,9
2820,5
2821,10
2822,2
2823,2
2824,9
2825,3
2826,2
2827,1
2828,7
2829,0
2830,2
2831,5
2832,5
2833,8
2834,6
2835,0
2836,6
2837,2
2838,3
2839,5
2840,2
2841,4
2842,0
2843,9
2844,3
2845,7
2846,7
2847,1
2848,10
2849,4
2850,3
2851,5
2852,1
2853,2
2854,4
2855,7
2856,3
2857,9
2858,4
2859,1
2860,3
2861,0
2862,10
2863,0
2864,9
2865,8
2866,0
2867,7
2868,5
2869,4
2870,1
2871,10
2872,5
2873,9
2874,4
2875,5
2876,6
2877,2
2878,2
2879,9
2880,3
2881,2
2882,10
2883,2
2884,7
2885,4
2886,4
2887,8
2888,3
2889,9
2890,8
2891,10
2892,2
2893,6
2894,2
2895,2
2896,6
2897,4
2898,9
2899,1
2900,9
2901,0
2902,4
2903,2
2904,9
2905,4
2906,6
2907,9
2908,3
2909,8
2910,0
2911,5
2912,7
2913,2
2914,3
2915,9
2916,3
2917,4
2918,4
2919,5
2920,1
2921,9
2922,4
2923,1
2924,1
2925,9
2926,8
2927,6
2928,9
2929,6
2930,10
2931,6
2932,1
2933,4
2934,6
2935,2
2936,10
2937,3
2938,9
2939,4
2940,2
2941,2
2942,9
2943,2
2944,0
2945,8
2946,8
2947,9
2948,4
2949,3
2950,3
2951,9
2952,4
2953,1
2954,5
2955,9
2956,4
2957,9
2958,9
2959,8
2960,3
2961,4
2962,2
2963,10
2964,2
2965,1
2966,8
2967,5
2968,1
2969,4
2970,10
2971,0
2972,3
2973,7
2974,0
2975,2
2976,5
2977,3
2978,0
2979,5
2980,7
2981,5
2982,2
2983,1
2984,3
2985,6
2986,8
2987,3
2988,1
2989,10
2990,4
2991,5
2992,8
2993,1
2994,6
2995,5
2996,3
